Nuts_region_perm,NutsID,region_name,Perm_crop,Area_1989,Area_1999,Area_2009,Area_2019
187071302_Viana do Alentejo_Nuts plantations,187071302,Viana do Alentejo,Nuts plantations,1,3,71,96
187071302_Viana do Alentejo_Vineyards,187071302,Viana do Alentejo,Vineyards,6,11,7,27
187071302_Viana do Alentejo_Other permanent crops,187071302,Viana do Alentejo,Other permanent crops,0,0,0,4
187071303_Aguiar_Citrus plantations,187071303,Aguiar,Citrus plantations,2,2,0,0
187071303_Aguiar_Olive plantations,187071303,Aguiar,Olive plantations,117,76,33,22
187071303_Aguiar_Fresh fruit plantations (excluding citrus plantations),187071303,Aguiar,Fresh fruit plantations (excluding citrus plantations),0,1,0,0
187071303_Aguiar_Fruit plantations (subtropical climate zones),187071303,Aguiar,Fruit plantations (subtropical climate zones),0,0,0,0
187071303_Aguiar_Nuts plantations,187071303,Aguiar,Nuts plantations,0,0,0,0
187071303_Aguiar_Vineyards,187071303,Aguiar,Vineyards,0,0,0,0
187071303_Aguiar_Other permanent crops,187071303,Aguiar,Other permanent crops,0,0,0,0
187071401_Bencatel_Citrus plantations,187071401,Bencatel,Citrus plantations,6,6,3,1
187071401_Bencatel_Olive plantations,187071401,Bencatel,Olive plantations,198,186,141,79
187071401_Bencatel_Fresh fruit plantations (excluding citrus plantations),187071401,Bencatel,Fresh fruit plantations (excluding citrus plantations),3,0,0,4
187071401_Bencatel_Fruit plantations (subtropical climate zones),187071401,Bencatel,Fruit plantations (subtropical climate zones),0,0,0,0
187071401_Bencatel_Nuts plantations,187071401,Bencatel,Nuts plantations,0,0,9,23
187071401_Bencatel_Vineyards,187071401,Bencatel,Vineyards,2,5,2,9
187071401_Bencatel_Other permanent crops,187071401,Bencatel,Other permanent crops,0,0,0,0
187071402_Ciladas_Citrus plantations,187071402,Ciladas,Citrus plantations,22,6,6,2
187071402_Ciladas_Olive plantations,187071402,Ciladas,Olive plantations,755,287,672,496
187071402_Ciladas_Fresh fruit plantations (excluding citrus plantations),187071402,Ciladas,Fresh fruit plantations (excluding citrus plantations),13,0,0,6
187071402_Ciladas_Fruit plantations (subtropical climate zones),187071402,Ciladas,Fruit plantations (subtropical climate zones),0,0,0,0
187071402_Ciladas_Nuts plantations,187071402,Ciladas,Nuts plantations,15,0,12,42
187071402_Ciladas_Vineyards,187071402,Ciladas,Vineyards,0,10,248,192
187071402_Ciladas_Other permanent crops,187071402,Ciladas,Other permanent crops,0,0,0,0
187071404_Pardais_Citrus plantations,187071404,Pardais,Citrus plantations,20,14,13,9
187071404_Pardais_Olive plantations,187071404,Pardais,Olive plantations,133,179,184,146
187071404_Pardais_Fresh fruit plantations (excluding citrus plantations),187071404,Pardais,Fresh fruit plantations (excluding citrus plantations),1,10,9,0
187071404_Pardais_Fruit plantations (subtropical climate zones),187071404,Pardais,Fruit plantations (subtropical climate zones),0,0,0,0
187071404_Pardais_Nuts plantations,187071404,Pardais,Nuts plantations,1,1,8,0
187071404_Pardais_Vineyards,187071404,Pardais,Vineyards,8,33,58,13
187071404_Pardais_Other permanent crops,187071404,Pardais,Other permanent crops,0,0,0,0
187071406_Nossa Senhora da Conceição e São Bartolomeu_Citrus plantations,187071406,Nossa Senhora da Conceição e São Bartolomeu,Citrus plantations,18,20,8,9
187071406_Nossa Senhora da Conceição e São Bartolomeu_Olive plantations,187071406,Nossa Senhora da Conceição e São Bartolomeu,Olive plantations,659,565,433,498
187071406_Nossa Senhora da Conceição e São Bartolomeu_Fresh fruit plantations (excluding citrus plantations),187071406,Nossa Senhora da Conceição e São Bartolomeu,Fresh fruit plantations (excluding citrus plantations),16,12,7,14
187071406_Nossa Senhora da Conceição e São Bartolomeu_Fruit plantations (subtropical climate zones),187071406,Nossa Senhora da Conceição e São Bartolomeu,Fruit plantations (subtropical climate zones),0,0,0,0
187071406_Nossa Senhora da Conceição e São Bartolomeu_Nuts plantations,187071406,Nossa Senhora da Conceição e São Bartolomeu,Nuts plantations,2,2,1,0
187071406_Nossa Senhora da Conceição e São Bartolomeu_Vineyards,187071406,Nossa Senhora da Conceição e São Bartolomeu,Vineyards,6,23,29,54
187071406_Nossa Senhora da Conceição e São Bartolomeu_Other permanent crops,187071406,Nossa Senhora da Conceição e São Bartolomeu,Other permanent crops,0,0,0,0
200410101_Almagreira_Citrus plantations,200410101,Almagreira,Citrus plantations,4,2,0,1
200410101_Almagreira_Olive plantations,200410101,Almagreira,Olive plantations,0,0,0,0
200410101_Almagreira_Fresh fruit plantations (excluding citrus plantations),200410101,Almagreira,Fresh fruit plantations (excluding citrus plantations),2,1,0,1
200410101_Almagreira_Fruit plantations (subtropical climate zones),200410101,Almagreira,Fruit plantations (subtropical climate zones),5,3,1,4
200410101_Almagreira_Nuts plantations,200410101,Almagreira,Nuts plantations,0,0,0,0
200410101_Almagreira_Vineyards,200410101,Almagreira,Vineyards,27,11,1,0
200410101_Almagreira_Other permanent crops,200410101,Almagreira,Other permanent crops,0,0,0,0
200410102_Santa Bárbara_Citrus plantations,200410102,Santa Bárbara,Citrus plantations,1,1,0,0
200410102_Santa Bárbara_Olive plantations,200410102,Santa Bárbara,Olive plantations,0,0,0,0
200410102_Santa Bárbara_Fresh fruit plantations (excluding citrus plantations),200410102,Santa Bárbara,Fresh fruit plantations (excluding citrus plantations),1,0,0,22
200410102_Santa Bárbara_Fruit plantations (subtropical climate zones),200410102,Santa Bárbara,Fruit plantations (subtropical climate zones),0,0,0,1
200410102_Santa Bárbara_Nuts plantations,200410102,Santa Bárbara,Nuts plantations,0,0,0,0
200410102_Santa Bárbara_Vineyards,200410102,Santa Bárbara,Vineyards,37,21,10,2
200410102_Santa Bárbara_Other permanent crops,200410102,Santa Bárbara,Other permanent crops,0,0,0,0
200410103_Santo Espírito_Citrus plantations,200410103,Santo Espírito,Citrus plantations,2,1,1,1
200410103_Santo Espírito_Olive plantations,200410103,Santo Espírito,Olive plantations,0,0,0,0
200410103_Santo Espírito_Fresh fruit plantations (excluding citrus plantations),200410103,Santo Espírito,Fresh fruit plantations (excluding citrus plantations),2,0,0,0
200410103_Santo Espírito_Fruit plantations (subtropical climate zones),200410103,Santo Espírito,Fruit plantations (subtropical climate zones),1,1,0,0
200410103_Santo Espírito_Nuts plantations,200410103,Santo Espírito,Nuts plantations,0,0,0,0
200410103_Santo Espírito_Vineyards,200410103,Santo Espírito,Vineyards,39,20,8,4
200410103_Santo Espírito_Other permanent crops,200410103,Santo Espírito,Other permanent crops,0,0,0,0
200410104_São Pedro_Citrus plantations,200410104,São Pedro,Citrus plantations,2,1,0,0
200410104_São Pedro_Olive plantations,200410104,São Pedro,Olive plantations,0,0,0,0
200410104_São Pedro_Fresh fruit plantations (excluding citrus plantations),200410104,São Pedro,Fresh fruit plantations (excluding citrus plantations),2,1,0,0
200410104_São Pedro_Fruit plantations (subtropical climate zones),200410104,São Pedro,Fruit plantations (subtropical climate zones),3,2,2,0
200410104_São Pedro_Nuts plantations,200410104,São Pedro,Nuts plantations,0,0,0,0
200410104_São Pedro_Vineyards,200410104,São Pedro,Vineyards,17,3,8,0
200410104_São Pedro_Other permanent crops,200410104,São Pedro,Other permanent crops,0,0,0,0
200410105_Vila do Porto_Citrus plantations,200410105,Vila do Porto,Citrus plantations,2,1,0,1
200410105_Vila do Porto_Olive plantations,200410105,Vila do Porto,Olive plantations,0,0,0,0
200410105_Vila do Porto_Fresh fruit plantations (excluding citrus plantations),200410105,Vila do Porto,Fresh fruit plantations (excluding citrus plantations),4,0,0,0
200410105_Vila do Porto_Fruit plantations (subtropical climate zones),200410105,Vila do Porto,Fruit plantations (subtropical climate zones),2,1,1,5
200410105_Vila do Porto_Nuts plantations,200410105,Vila do Porto,Nuts plantations,0,0,0,0
200410105_Vila do Porto_Vineyards,200410105,Vila do Porto,Vineyards,12,4,3,1
200410105_Vila do Porto_Other permanent crops,200410105,Vila do Porto,Other permanent crops,0,0,0,0
200420101_Água de Pau_Citrus plantations,200420101,Água de Pau,Citrus plantations,17,12,3,3
200420101_Água de Pau_Olive plantations,200420101,Água de Pau,Olive plantations,0,0,0,0
200420101_Água de Pau_Fresh fruit plantations (excluding citrus plantations),200420101,Água de Pau,Fresh fruit plantations (excluding citrus plantations),2,1,1,2
200420101_Água de Pau_Fruit plantations (subtropical climate zones),200420101,Água de Pau,Fruit plantations (subtropical climate zones),11,10,5,3
200420101_Água de Pau_Nuts plantations,200420101,Água de Pau,Nuts plantations,2,2,0,1
200420101_Água de Pau_Vineyards,200420101,Água de Pau,Vineyards,54,15,7,5
200420101_Água de Pau_Other permanent crops,200420101,Água de Pau,Other permanent crops,3,2,1,0
200420102_Cabouco_Citrus plantations,200420102,Cabouco,Citrus plantations,22,7,3,1
200420102_Cabouco_Olive plantations,200420102,Cabouco,Olive plantations,0,0,0,0
200420102_Cabouco_Fresh fruit plantations (excluding citrus plantations),200420102,Cabouco,Fresh fruit plantations (excluding citrus plantations),5,0,0,1
200420102_Cabouco_Fruit plantations (subtropical climate zones),200420102,Cabouco,Fruit plantations (subtropical climate zones),21,4,3,4
200420102_Cabouco_Nuts plantations,200420102,Cabouco,Nuts plantations,0,0,0,0
200420102_Cabouco_Vineyards,200420102,Cabouco,Vineyards,30,1,0,0
200420102_Cabouco_Other permanent crops,200420102,Cabouco,Other permanent crops,1,0,0,0
200420103_Lagoa (Nossa Senhora do Rosário)_Citrus plantations,200420103,Lagoa (Nossa Senhora do Rosário),Citrus plantations,6,18,8,4
200420103_Lagoa (Nossa Senhora do Rosário)_Olive plantations,200420103,Lagoa (Nossa Senhora do Rosário),Olive plantations,0,0,0,0
200420103_Lagoa (Nossa Senhora do Rosário)_Fresh fruit plantations (excluding citrus plantations),200420103,Lagoa (Nossa Senhora do Rosário),Fresh fruit plantations (excluding citrus plantations),0,1,0,1
200420103_Lagoa (Nossa Senhora do Rosário)_Fruit plantations (subtropical climate zones),200420103,Lagoa (Nossa Senhora do Rosário),Fruit plantations (subtropical climate zones),4,15,6,9
200420103_Lagoa (Nossa Senhora do Rosário)_Nuts plantations,200420103,Lagoa (Nossa Senhora do Rosário),Nuts plantations,0,0,0,0
200420103_Lagoa (Nossa Senhora do Rosário)_Vineyards,200420103,Lagoa (Nossa Senhora do Rosário),Vineyards,20,8,3,2
200420103_Lagoa (Nossa Senhora do Rosário)_Other permanent crops,200420103,Lagoa (Nossa Senhora do Rosário),Other permanent crops,0,0,0,0
200420104_Lagoa (Santa Cruz)_Citrus plantations,200420104,Lagoa (Santa Cruz),Citrus plantations,6,10,6,2
200420104_Lagoa (Santa Cruz)_Olive plantations,200420104,Lagoa (Santa Cruz),Olive plantations,0,0,0,0
200420104_Lagoa (Santa Cruz)_Fresh fruit plantations (excluding citrus plantations),200420104,Lagoa (Santa Cruz),Fresh fruit plantations (excluding citrus plantations),0,0,0,0
200420104_Lagoa (Santa Cruz)_Fruit plantations (subtropical climate zones),200420104,Lagoa (Santa Cruz),Fruit plantations (subtropical climate zones),16,18,6,6
200420104_Lagoa (Santa Cruz)_Nuts plantations,200420104,Lagoa (Santa Cruz),Nuts plantations,0,0,0,0
200420104_Lagoa (Santa Cruz)_Vineyards,200420104,Lagoa (Santa Cruz),Vineyards,13,4,1,1
200420104_Lagoa (Santa Cruz)_Other permanent crops,200420104,Lagoa (Santa Cruz),Other permanent crops,0,0,0,0
200420105_Ribeira Chã_Citrus plantations,200420105,Ribeira Chã,Citrus plantations,11,3,3,0
200420105_Ribeira Chã_Olive plantations,200420105,Ribeira Chã,Olive plantations,0,0,0,0
200420105_Ribeira Chã_Fresh fruit plantations (excluding citrus plantations),200420105,Ribeira Chã,Fresh fruit plantations (excluding citrus plantations),1,0,1,0
200420105_Ribeira Chã_Fruit plantations (subtropical climate zones),200420105,Ribeira Chã,Fruit plantations (subtropical climate zones),6,1,1,0
200420105_Ribeira Chã_Nuts plantations,200420105,Ribeira Chã,Nuts plantations,1,0,0,0
200420105_Ribeira Chã_Vineyards,200420105,Ribeira Chã,Vineyards,3,6,4,1
200420105_Ribeira Chã_Other permanent crops,200420105,Ribeira Chã,Other permanent crops,0,0,0,0
200420201_Achada_Citrus plantations,200420201,Achada,Citrus plantations,4,2,1,1
200420201_Achada_Olive plantations,200420201,Achada,Olive plantations,0,0,0,0
200420201_Achada_Fresh fruit plantations (excluding citrus plantations),200420201,Achada,Fresh fruit plantations (excluding citrus plantations),2,1,0,0
200420201_Achada_Fruit plantations (subtropical climate zones),200420201,Achada,Fruit plantations (subtropical climate zones),1,1,0,0
200420201_Achada_Nuts plantations,200420201,Achada,Nuts plantations,0,0,0,0
200420201_Achada_Vineyards,200420201,Achada,Vineyards,7,2,2,1
200420201_Achada_Other permanent crops,200420201,Achada,Other permanent crops,0,0,0,0
200420202_Achadinha_Citrus plantations,200420202,Achadinha,Citrus plantations,1,0,0,1
200420202_Achadinha_Olive plantations,200420202,Achadinha,Olive plantations,0,0,0,0
200420202_Achadinha_Fresh fruit plantations (excluding citrus plantations),200420202,Achadinha,Fresh fruit plantations (excluding citrus plantations),2,0,0,1
200420202_Achadinha_Fruit plantations (subtropical climate zones),200420202,Achadinha,Fruit plantations (subtropical climate zones),0,0,0,0
200420202_Achadinha_Nuts plantations,200420202,Achadinha,Nuts plantations,0,0,0,0
200420202_Achadinha_Vineyards,200420202,Achadinha,Vineyards,2,0,0,0
200420202_Achadinha_Other permanent crops,200420202,Achadinha,Other permanent crops,0,0,0,0
200420203_Lomba da Fazenda_Citrus plantations,200420203,Lomba da Fazenda,Citrus plantations,3,3,2,1
200420203_Lomba da Fazenda_Olive plantations,200420203,Lomba da Fazenda,Olive plantations,0,0,0,0
200420203_Lomba da Fazenda_Fresh fruit plantations (excluding citrus plantations),200420203,Lomba da Fazenda,Fresh fruit plantations (excluding citrus plantations),2,1,0,0
200420203_Lomba da Fazenda_Fruit plantations (subtropical climate zones),200420203,Lomba da Fazenda,Fruit plantations (subtropical climate zones),4,2,1,0
200420203_Lomba da Fazenda_Nuts plantations,200420203,Lomba da Fazenda,Nuts plantations,0,1,0,0
200420203_Lomba da Fazenda_Vineyards,200420203,Lomba da Fazenda,Vineyards,7,3,1,1
200420203_Lomba da Fazenda_Other permanent crops,200420203,Lomba da Fazenda,Other permanent crops,0,0,0,0
200420204_Nordeste_Citrus plantations,200420204,Nordeste,Citrus plantations,7,5,5,3
200420204_Nordeste_Olive plantations,200420204,Nordeste,Olive plantations,0,0,0,0
200420204_Nordeste_Fresh fruit plantations (excluding citrus plantations),200420204,Nordeste,Fresh fruit plantations (excluding citrus plantations),5,2,1,0
200420204_Nordeste_Fruit plantations (subtropical climate zones),200420204,Nordeste,Fruit plantations (subtropical climate zones),4,4,2,1
200420204_Nordeste_Nuts plantations,200420204,Nordeste,Nuts plantations,0,1,1,0
200420204_Nordeste_Vineyards,200420204,Nordeste,Vineyards,6,4,2,0
200420204_Nordeste_Other permanent crops,200420204,Nordeste,Other permanent crops,13,12,0,0
200420206_Salga_Citrus plantations,200420206,Salga,Citrus plantations,2,0,0,0
200420206_Salga_Olive plantations,200420206,Salga,Olive plantations,0,0,0,0
